"danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","preference"
0.642,0.723,-6.149,0.243,0.58,0.000942,0.112,0.487,186.043,"negative"
0.734,0.586,-11.866,0.129,0.125,0,0.0367,0.762,109.933,"positive"
0.828,0.654,-5.913,0.0515,0.0728,0,0.21,0.625,132.039,"negative"
0.74,0.533,-6.155,0.0941,0.164,0,0.437,0.567,104.065,"positive"
0.761,0.207,-9.059,0.0438,0.403,0.00337,0.0714,0.203,83.007,"positive"
0.88,0.805,-3.764,0.0594,0.0653,1.14e-05,0.124,0.524,96.991,"negative"
0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,"negative"
0.618,0.457,-9.105,0.0415,0.139,4.19e-05,0.106,0.15,135.948,"positive"
0.343,0.479,-8.801,0.0352,0.0139,0.0205,0.185,0.0629,153.607,"positive"
0.73,0.555,-7.874,0.106,0.0872,0.000492,0.143,0.33,100.007,"positive"
0.751,0.635,-5.953,0.0339,0.26,0.0361,0.0789,0.888,126.049,"negative"
0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,"negative"
0.796,0.57,-6.053,0.0807,0.313,0,0.209,0.459,112.938,"negative"
0.554,0.769,-3.853,0.0308,0.0281,0,0.311,0.361,172.362,"negative"
0.626,0.742,-7.928,0.119,0.00126,0.666,0.181,0.173,127.359,"positive"
0.805,0.619,-7.907,0.0771,0.218,0,0.114,0.476,98.995,"negative"
0.795,0.479,-12.832,0.378,0.00471,0.204,0.0732,0.64,127.957,"positive"
0.517,0.658,-6.173,0.0314,3.48e-05,0.271,0.571,0.0737,89.997,"positive"
0.558,0.705,-4.812,0.312,0.0936,0,0.0787,0.551,173.995,"negative"
0.296,0.74,-6.272,0.0648,0.609,0.914,0.115,0.17,153.794,"positive"
0.744,0.798,-5.981,0.0364,0.175,0.00367,0.26,0.89,125.061,"positive"
0.744,0.614,-8.494,0.306,0.0555,4.88e-05,0.275,0.498,107.929,"positive"
0.146,0.285,-10.622,0.0347,0.0854,0.884,0.109,0.035,89.975,"positive"
0.493,0.895,-5.824,0.057,0.0975,0.616,0.35,0.152,129.462,"positive"
0.457,0.876,-4.235,0.0569,0.0258,0,0.15,0.543,129.268,"positive"
0.523,0.286,-17.727,0.0428,0.0892,0.484,0.0717,0.0392,75.462,"positive"
0.429,0.934,-6.66,0.122,1.4e-05,0.00168,0.246,0.16,134.577,"positive"
0.706,0.753,-4.988,0.0339,0.0143,0.000143,0.0919,0.855,98.028,"negative"
0.39,0.64,-6.276,0.037,0.0448,0,0.145,0.573,136.277,"positive"
0.803,0.662,-6.587,0.222,0.371,0.0558,0.369,0.419,115.014,"positive"
0.629,0.851,-5.094,0.0527,0.0855,0.0198,0.273,0.405,104.992,"positive"
0.772,0.632,-6.502,0.051,0.188,0,0.147,0.809,107.998,"negative"
0.594,0.498,-7.774,0.454,0.409,2.39e-05,0.139,0.538,73.152,"negative"
0.362,0.579,-6.724,0.169,0.163,0.00229,0.35,0.379,83.819,"positive"
0.704,0.908,-3.62,0.135,0.0208,0.000525,0.11,0.65,159.992,"negative"
0.358,0.916,-5.958,0.0497,0.0299,0,0.595,0.498,171.133,"positive"
0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,"negative"
0.399,0.673,-12.86,0.0817,0.0484,0.484,0.38,0.0624,137.894,"positive"
0.536,0.338,-16.563,0.0337,0.0866,0.948,0.103,0.183,140.022,"positive"
0.719,0.347,-14.707,0.065,0.058,0.00126,0.12,0.961,123.396,"positive"
0.802,0.371,-9.087,0.131,0.571,3.82e-06,0.108,0.263,113.951,"positive"
0.328,0.652,-8.23,0.0478,0.00122,0.0862,0.102,0.126,124.321,"positive"
0.354,0.528,-12.804,0.0372,0.51,0.87,0.13,0.0378,120.088,"positive"
0.606,0.616,-11.69,0.188,0.00599,0.514,0.135,0.296,100.016,"positive"
0.715,0.56,-10.456,0.05,0.0248,2.56e-05,0.12,0.391,104.934,"positive"
0.343,0.422,-6.393,0.0349,0.152,0,0.539,0.0558,135.7,"positive"
0.617,0.695,-5.881,0.0621,0.0108,0.658,0.138,0.241,120.048,"positive"
0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"positive"
0.592,0.536,-10.333,0.0451,0.0648,0.00977,0.588,0.361,176.004,"positive"
0.711,0.729,-8.157,0.236,0.0621,0,0.339,0.444,111.073,"negative"
0.69,0.703,-5.506,0.341,0.189,0,0.11,0.666,127.07,"negative"
0.506,0.824,-5.637,0.445,0.355,0,0.357,0.562,76.707,"negative"
0.711,0.645,-6.051,0.0883,0.158,0,0.0843,0.219,94.944,"negative"
0.812,0.672,-6.432,0.0833,0.0656,7.83e-05,0.0759,0.568,130.972,"negative"
0.752,0.751,-4.029,0.143,0.369,0,0.0553,0.926,99.561,"negative"
0.613,0.541,-9.057,0.0671,0.361,0.571,0.139,0.272,140.031,"positive"
0.51,0.812,-5.782,0.0744,0.0233,0.133,0.166,0.151,159.885,"positive"
0.576,0.722,-6.05,0.0349,0.193,0,0.29,0.352,148.993,"positive"
0.813,0.569,-6.068,0.0468,0.0508,0.0016,0.056,0.18,123.028,"positive"
0.846,0.28,-15.151,0.106,0.534,0.919,0.189,0.402,120.098,"positive"
0.891,0.486,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,"positive"
0.501,0.413,-15.309,0.234,0.611,0.86,0.371,0.0567,199.828,"positive"
0.506,0.353,-11.61,0.443,0.276,0.916,0.695,0.471,152.003,"positive"
0.39,0.785,-5.671,0.0389,0.000298,0.742,0.306,0.0368,178.004,"positive"
0.65,0.622,-9.188,0.308,0.000312,2.6e-06,0.0954,0.589,70.512,"negative"
0.666,0.343,-11.766,0.0447,0.501,0.918,0.106,0.178,104.986,"positive"
0.622,0.495,-12.44,0.0371,0.0621,0.21,0.071,0.128,97.915,"positive"
0.504,0.741,-6.24,0.327,0.129,0.153,0.103,0.415,172.11,"positive"
0.647,0.055,-27.951,0.244,0.44,0.235,0.145,0.638,56.493,"positive"
0.502,0.907,-7.099,0.0963,0.213,7.43e-06,0.512,0.54,91.69,"positive"
0.436,0.655,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,"negative"
0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,"positive"
0.68,0.533,-10.572,0.0391,0.161,0.753,0.319,0.412,99.946,"positive"
0.554,0.705,-6.287,0.0352,0.0275,0.000265,0.148,0.0543,139.989,"positive"
0.6,0.961,-6.949,0.0698,0.501,0.0033,0.0486,0.255,134,"positive"
0.566,0.513,-4.095,0.0603,0.0125,0.0375,0.0643,0.402,140.011,"positive"
0.843,0.778,-5.545,0.211,0.327,0,0.0808,0.779,88.014,"negative"
0.699,0.611,-8.267,0.0511,0.0817,0.676,0.405,0.503,120.018,"negative"
0.659,0.79,-2.129,0.0877,0.429,0.000362,0.0757,0.656,88.054,"positive"
0.656,0.516,-8.859,0.0299,0.0136,0.797,0.211,0.182,139.975,"positive"
0.56,0.859,-8.037,0.141,0.0136,0.521,0.672,0.114,124.663,"positive"
0.685,0.772,-5.78,0.105,0.0522,0,0.0938,0.299,91.925,"negative"
0.606,0.829,-3.455,0.036,0.00172,5.43e-05,0.276,0.384,140.033,"positive"
0.729,0.555,-6.345,0.075,0.256,0,0.181,0.402,107.01,"negative"
0.762,0.894,-4.295,0.0765,0.0453,0,0.321,0.76,91.991,"negative"
0.56,0.746,-2.566,0.0486,0.0112,0.0776,0.0999,0.0387,113.966,"positive"
0.935,0.807,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"negative"
0.737,0.905,-1.965,0.0785,0.00873,0.237,0.276,0.337,104.98,"positive"
0.368,0.384,-7.425,0.0352,0.805,6.91e-06,0.122,0.234,185.958,"negative"
0.515,0.471,-7.334,0.05,0.559,0.000254,0.404,0.0389,85.092,"positive"
0.645,0.294,-10.393,0.0644,0.839,0.549,0.188,0.117,90.193,"positive"
0.603,0.933,-3.358,0.171,0.00591,0,0.206,0.709,96.306,"positive"
0.571,0.688,-4.943,0.0401,0.523,5.48e-05,0.148,0.346,155.157,"positive"
0.695,0.438,-8.174,0.0543,0.0183,1.01e-06,0.0633,0.604,110.118,"negative"
0.74,0.576,-5.548,0.0676,0.0717,2.17e-06,0.1,0.29,146.98,"positive"
0.687,0.55,-8.762,0.0325,0.323,0.935,0.119,0.329,125.989,"positive"
0.704,0.675,-5.841,0.06,0.131,0.394,0.371,0.065,135.025,"positive"
0.139,0.0214,-32.298,0.0379,0.758,0.893,0.182,0.0389,85.568,"positive"
0.228,0.47,-11.19,0.065,0.00251,0.00126,0.0904,0.0716,149.913,"positive"
0.76,0.666,-5.573,0.0442,0.0504,0.565,0.111,0.132,118.007,"positive"
0.574,0.728,-4.777,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,"negative"
0.45,0.771,-4.588,0.106,0.433,0,0.204,0.41,150.024,"positive"
0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,"positive"
0.557,0.985,-1.86,0.607,0.0373,0.000108,0.368,0.467,167.862,"positive"
0.746,0.592,-9.358,0.766,0.483,0,0.0944,0.367,90.125,"negative"
0.203,0.097,-20.485,0.0451,0.967,0.822,0.105,0.0342,119.951,"positive"
0.535,0.388,-9.805,0.155,0.507,0,0.11,0.412,106.703,"negative"
0.64,0.605,-11.789,0.0374,0.00318,0.784,0.115,0.191,135.998,"positive"
0.688,0.891,-2.322,0.278,0.276,0,0.0574,0.304,160.015,"negative"
0.494,0.867,-4.534,0.0857,0.0431,5.45e-06,0.109,0.265,144.91,"positive"
0.697,0.529,-8.838,0.0338,0.115,0.901,0.0895,0.486,155.974,"negative"
0.706,0.485,-9.671,0.331,0.337,0,0.122,0.144,115.414,"positive"
0.285,0.274,-15.934,0.0635,0.925,0.194,0.573,0.237,74.962,"positive"
0.77,0.302,-7.911,0.0466,0.946,3.38e-05,0.125,0.821,136.01,"negative"
0.361,0.334,-12.385,0.0717,0.248,5.51e-05,0.112,0.123,140.012,"positive"
0.651,0.806,-3.458,0.0525,0.0233,0.267,0.104,0.21,121.05,"positive"
0.716,0.641,-5.943,0.272,0.118,0,0.103,0.553,93.653,"negative"
0.497,0.806,-6.753,0.0763,0.0123,0.0504,0.293,0.228,155.194,"positive"
0.498,0.329,-14.312,0.0341,0.46,0.356,0.1,0.0885,127.998,"positive"
0.513,0.868,-5.061,0.041,0.0185,0,0.121,0.367,92.009,"negative"
0.0626,0.079,-30.41,0.0425,0.906,0.931,0.0825,0.0347,65.558,"positive"
0.671,0.361,-11.604,0.247,0.355,1.87e-06,0.119,0.438,77.059,"positive"
0.702,0.72,-4.545,0.385,0.213,0,0.421,0.662,95.044,"negative"
0.338,0.704,-4.929,0.154,0.138,0.797,0.603,0.11,149.779,"positive"
0.803,0.618,-9.513,0.113,0.616,0.00165,0.512,0.563,145.992,"positive"
0.856,0.261,-10.639,0.117,0.305,0.344,0.0872,0.189,80.002,"positive"
0.503,0.708,-4.056,0.0653,0.143,0.0164,0.135,0.117,125.418,"positive"
0.572,0.539,-11.203,0.167,0.121,0,0.11,0.427,91.095,"positive"
0.559,0.865,-8.871,0.0365,0.398,7.09e-06,0.0388,0.925,162.736,"positive"
0.484,0.624,-8.75,0.178,0.129,0.0317,0.0927,0.124,148.589,"positive"
0.415,0.419,-12.28,0.0288,0.256,0.864,0.169,0.0375,100.01,"positive"
0.738,0.549,-9.704,0.0513,0.638,0.402,0.111,0.475,98.965,"negative"
0.575,0.671,-8.036,0.0517,0.111,0.000418,0.194,0.135,90.008,"positive"
0.925,0.646,-4.436,0.0615,0.22,0,0.0846,0.791,109.055,"negative"
0.7,0.722,-3.558,0.0369,0.221,0,0.272,0.756,90.989,"positive"
0.745,0.695,-5.076,0.0271,0.00593,0,0.0615,0.519,102.014,"negative"
0.563,0.836,-5.891,0.0357,0.000846,0.5,0.116,0.154,105.006,"positive"
0.547,0.555,-11.731,0.0405,0.45,0.877,0.108,0.326,122.02,"positive"
0.377,0.168,-17.319,0.0406,0.768,0.174,0.0908,0.0397,95.054,"positive"
0.497,0.587,-6.097,0.034,0.475,0,0.172,0.391,150.104,"positive"
0.403,0.777,-5.549,0.0405,0.103,0.00195,0.0997,0.207,120.381,"positive"
0.78,0.796,-7.621,0.181,0.0733,0.113,0.12,0.355,130.036,"positive"
0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,"positive"
0.766,0.648,-5.428,0.0596,0.109,0,0.151,0.556,123.972,"negative"
0.922,0.479,-11.742,0.17,0.61,0.00381,0.104,0.633,128.008,"negative"
0.42,0.912,-7.131,0.319,0.329,1.7e-06,0.816,0.353,131.426,"positive"
0.86,0.546,-6.447,0.0775,0.00892,0.812,0.145,0.165,136.961,"positive"
0.614,0.628,-6.751,0.0748,0.0364,0.00977,0.193,0.429,125.061,"positive"
0.696,0.836,-7.231,0.0584,0.167,0.00155,0.184,0.414,120.022,"negative"
0.397,0.311,-16.239,0.0407,0.733,0.878,0.102,0.0398,129.984,"positive"
0.794,0.723,-6.067,0.0478,0.00908,2.91e-05,0.0987,0.585,112.563,"negative"
0.72,0.686,-6.503,0.328,0.0153,0,0.244,0.764,129.72,"negative"
0.621,0.723,-5.314,0.0259,0.0384,5.61e-05,0.144,0.257,114.027,"negative"
0.438,0.937,-5.717,0.0639,0.000478,0.0244,0.0889,0.242,110.006,"positive"
0.769,0.387,-7.13,0.234,0.632,3.02e-06,0.158,0.204,77.469,"positive"
0.568,0.874,-4.933,0.0317,0.000183,0.875,0.1,0.156,143.996,"positive"
0.293,0.679,-9.091,0.056,0.327,0,0.0719,0.344,95.012,"negative"
0.304,0.517,-4.611,0.0325,0.0858,0.00429,0.222,0.074,104.881,"positive"
0.503,0.681,-5.383,0.368,0.194,0,0.34,0.237,86.697,"negative"
0.803,0.582,-6.01,0.193,0.0604,0,0.138,0.548,139.964,"negative"
0.34,0.406,-10.469,0.0339,0.734,4.26e-05,0.0865,0.141,123,"positive"
0.168,0.561,-9.302,0.0426,0.0944,0.706,0.323,0.0396,100.082,"positive"
0.0636,0.0191,-27.239,0.0403,0.624,0.934,0.0851,0.0319,74.636,"positive"
0.556,0.79,-4.796,0.182,0.247,0.00869,0.15,0.215,103.13,"negative"
0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,"positive"
0.473,0.898,-4.797,0.0561,0.00783,0.0618,0.173,0.808,96.556,"positive"
0.778,0.855,-2.691,0.0429,0.0152,1.3e-05,0.0662,0.611,129.976,"negative"
0.51,0.393,-8.566,0.151,0.0943,4.02e-05,0.148,0.147,117.011,"positive"
0.698,0.522,-10.077,0.0469,0.467,0.00113,0.186,0.113,108.016,"positive"
0.187,0.0315,-25.473,0.0382,0.855,0.819,0.0861,0.0533,141.74,"positive"
0.711,0.73,-7.166,0.384,0.688,0,0.0844,0.71,80.264,"negative"
0.179,0.789,-8.362,0.0602,0.57,0.949,0.174,0.0779,89.955,"positive"
0.777,0.479,-8.27,0.0727,0.0445,2.26e-06,0.0959,0.335,128.026,"negative"
0.725,0.562,-5.761,0.145,0.147,0.0909,0.162,0.355,149.997,"positive"
0.535,0.618,-3.913,0.0273,0.0716,0.000388,0.169,0.228,81.975,"negative"
0.357,0.259,-23.108,0.039,0.304,0.693,0.211,0.0455,80.891,"positive"
0.827,0.915,-3.286,0.16,0.508,0,0.311,0.944,114.926,"negative"
0.425,0.351,-13.003,0.0628,0.718,0.000702,0.155,0.134,108.623,"positive"
0.737,0.802,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,"negative"
0.653,0.964,-4.261,0.0582,0.00316,0.00512,0.144,0.87,126.928,"positive"
0.309,0.387,-6.781,0.0322,0.904,6.51e-06,0.0667,0.24,154.328,"positive"
0.704,0.675,-5.841,0.06,0.131,0.394,0.371,0.065,135.025,"positive"
0.533,0.969,-3.02,0.0558,0.0676,0.698,0.0966,0.246,150.027,"positive"
0.81,0.731,-6.957,0.237,0.0264,1.85e-06,0.169,0.71,158.005,"negative"
0.702,0.662,-4.408,0.257,0.244,0,0.088,0.119,86.139,"negative"
0.722,0.731,-7.461,0.0702,0.445,6.19e-06,0.15,0.539,114.997,"negative"
0.313,0.103,-18.886,0.048,0.992,0.903,0.101,0.0737,73.377,"positive"
0.942,0.613,-7.649,0.113,0.184,2.82e-06,0.264,0.961,96.997,"negative"
0.809,0.706,-7.908,0.0445,0.19,0.817,0.127,0.0819,123.98,"positive"
0.709,0.404,-7.68,0.0397,0.0249,0.762,0.0778,0.158,115.999,"positive"
0.301,0.406,-13.084,0.0336,0.124,0.157,0.159,0.0659,98.259,"positive"
0.687,0.693,-4.856,0.0569,0.0124,5.44e-05,0.108,0.442,128.03,"negative"
0.876,0.611,-6.331,0.249,0.0309,0.000655,0.128,0.441,101.804,"negative"
0.576,0.542,-11.416,0.036,0.696,0.844,0.1,0.0483,125.008,"positive"
0.698,0.844,-4.789,0.0544,0.00253,0.000426,0.124,0.896,105.828,"negative"
0.415,0.625,-4.831,0.0302,0.0246,6.22e-05,0.0948,0.134,150.229,"positive"
0.343,0.741,-8.212,0.142,0.128,0,0.0921,0.334,60.059,"positive"
0.6,0.554,-6.869,0.0261,0.646,7.07e-05,0.148,0.552,139.853,"positive"
0.526,0.756,-5.41,0.207,0.00934,6.2e-05,0.142,0.325,92.966,"positive"
0.388,0.889,-5.686,0.0814,0.00677,0.000233,0.0904,0.592,160.719,"positive"
0.717,0.671,-5.077,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,"negative"
0.649,0.725,-5.329,0.142,0.25,0,0.748,0.388,138.86,"positive"
0.311,0.949,-5.952,0.119,0.00377,0.00525,0.362,0.665,178.816,"positive"
0.497,0.925,-4.489,0.0745,0.00523,0.781,0.222,0.262,139.961,"positive"
0.699,0.797,-6.313,0.051,0.267,0.0437,0.194,0.397,127.945,"positive"
0.807,0.155,-15.778,0.376,0.634,0.0964,0.101,0.501,123.968,"positive"
0.659,0.549,-6.936,0.046,0.00113,0.501,0.132,0.314,175.047,"positive"
0.554,0.404,-10.749,0.0701,0.775,0.0107,0.132,0.117,142.02,"positive"
0.548,0.914,-6.027,0.113,0.0258,0.879,0.249,0.199,149.975,"positive"
0.602,0.493,-10.167,0.243,0.828,0.337,0.333,0.228,84.964,"positive"
0.539,0.642,-4.385,0.0481,0.00186,9.58e-05,0.144,0.113,135.018,"positive"
0.509,0.757,-4.789,0.0365,0.00252,0.0466,0.118,0.0388,100.036,"positive"
0.565,0.298,-9.932,0.0263,0.584,0.000246,0.118,0.192,110.247,"positive"
0.414,0.943,-2.503,0.138,0.146,2.25e-06,0.355,0.205,179.828,"negative"
0.738,0.561,-4.664,0.126,0.526,0,0.103,0.359,164.163,"negative"
0.648,0.927,-3.633,0.049,0.011,0,0.162,0.361,126.037,"negative"
0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941,"positive"
0.679,0.675,-6.627,0.126,0.124,0,0.0972,0.218,152.005,"negative"
0.545,0.913,-4.721,0.0448,0.00205,0.0233,0.578,0.245,129.975,"positive"
0.296,0.502,-8.653,0.0336,0.315,0.0551,0.229,0.313,81.045,"negative"
0.25,0.034,-31.425,0.0332,0.749,0.78,0.255,0.072,74.852,"positive"
0.903,0.817,-3.972,0.095,0.0272,0.000311,0.242,0.732,102.014,"negative"
0.704,0.779,-16.132,0.173,0.0248,0.000505,0.0842,0.688,175.025,"negative"
0.791,0.749,-8.744,0.043,0.0213,0.0321,0.079,0.0669,109.997,"positive"
0.414,0.217,-12.395,0.0493,0.478,0.00307,0.099,0.04,134.927,"positive"
0.703,0.86,-5.685,0.284,0.0702,0.00255,0.135,0.45,144.016,"negative"
0.481,0.945,-6.668,0.11,0.000254,0.071,0.33,0.68,120.164,"positive"
0.645,0.505,-8.653,0.0423,0.101,0.659,0.239,0.0427,134.908,"positive"
0.381,0.124,-16.805,0.0312,0.368,0.907,0.0934,0.0461,191.983,"positive"
0.522,0.524,-7.123,0.357,0.419,0,0.0935,0.673,78.956,"negative"
0.363,0.336,-9.923,0.0297,0.944,0.00501,0.144,0.375,104.105,"negative"
0.677,0.467,-12.789,0.034,0.582,0.918,0.0945,0.337,133.025,"positive"
0.623,0.466,-7.866,0.181,0.0228,0.0181,0.0819,0.17,169.965,"positive"
0.625,0.726,-11.402,0.0444,0.0158,0.000169,0.0625,0.507,124.945,"positive"
0.235,0.378,-14.06,0.0436,0.343,0.532,0.147,0.101,116.394,"positive"
0.814,0.686,-12.172,0.0342,0.219,0.00382,0.155,0.778,106.679,"positive"
0.827,0.553,-8.426,0.118,0.55,0.0749,0.269,0.344,119.901,"positive"
0.651,0.699,-7.856,0.0401,0.00526,0.0188,0.116,0.0776,135.116,"positive"
0.783,0.727,-3.454,0.389,0.185,2.46e-05,0.0626,0.558,180.067,"negative"
0.649,0.697,-7.49,0.0338,0.168,0.368,0.0993,0.555,133.047,"positive"
0.591,0.658,-5.464,0.0395,0.27,0.803,0.19,0.346,149.94,"positive"
0.751,0.377,-9.8,0.0538,0.0485,0.000468,0.291,0.14,112.478,"positive"
0.58,0.693,-6.563,0.0568,0.024,0,0.131,0.687,147.744,"negative"
0.318,0.717,-6.577,0.113,0.877,0.434,0.283,0.226,134.462,"positive"
0.612,0.611,-5.811,0.0299,0.0707,0,0.11,0.374,99.995,"positive"
0.666,0.465,-12.053,0.0337,0.191,0.231,0.101,0.153,97.001,"positive"
0.613,0.685,-6.054,0.0408,0.00701,0.00543,0.0907,0.122,127.991,"positive"
0.447,0.301,-7.051,0.0302,0.619,0.00153,0.0592,0.0532,120.123,"positive"
0.515,0.662,-6.458,0.307,0.585,0,0.123,0.459,119.783,"positive"
0.247,0.624,-6.231,0.0641,0.0973,0.0159,0.128,0.0518,150.067,"positive"
0.548,0.514,-7.464,0.0379,0.0218,0.00989,0.0792,0.189,90,"positive"
0.814,0.728,-4.831,0.095,3.12e-05,0.000806,0.0962,0.584,131.995,"negative"
0.492,0.806,-6.937,0.076,0.00219,0.101,0.261,0.356,142.975,"positive"
0.424,0.975,-2.089,0.286,0.279,4.61e-06,0.397,0.376,180.072,"negative"
0.429,0.934,-6.66,0.122,1.4e-05,0.00168,0.246,0.16,134.577,"positive"
0.783,0.459,-13.91,0.0676,0.66,0.918,0.095,0.246,120.006,"positive"
0.293,0.696,-6.036,0.126,0.0396,0.000119,0.135,0.179,160.953,"positive"
0.82,0.457,-10.661,0.447,0.392,0,0.108,0.813,89.953,"negative"
0.523,0.736,-5.774,0.0488,0.0233,0.00393,0.0801,0.305,134.952,"positive"
0.633,0.8,-7.324,0.0778,0.355,0.0157,0.21,0.505,96.445,"positive"
0.596,0.538,-7.048,0.128,0.233,4.08e-05,0.521,0.359,106.043,"positive"
0.725,0.664,-4.635,0.226,0.083,0.00606,0.113,0.676,120.057,"positive"
0.824,0.925,-5.814,0.0965,0.0263,0.376,0.247,0.554,163.854,"positive"
0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999,"positive"
0.741,0.61,-7.34,0.0511,0.316,0,0.534,0.72,125.99,"positive"
0.72,0.664,-7.278,0.105,0.00435,0.00252,0.0601,0.268,99.958,"positive"
0.721,0.51,-17.147,0.0377,0.825,0.899,0.132,0.225,118.021,"positive"
0.777,0.375,-13.446,0.0412,0.868,0.861,0.106,0.0395,114.973,"positive"
0.556,0.473,-10.217,0.148,0.443,0.000839,0.106,0.298,74.995,"positive"
0.721,0.666,-8.226,0.0662,0.0724,0,0.217,0.323,97.998,"positive"
0.781,0.67,-3.912,0.0452,0.0103,0,0.0761,0.595,127.99,"negative"
0.381,0.819,-6.027,0.0675,0.0018,0.857,0.48,0.171,145.105,"positive"
0.822,0.736,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,"negative"
0.719,0.82,-5.033,0.0362,0.16,0.534,0.0648,0.273,123.005,"positive"
0.865,0.687,-3.744,0.217,0.242,0,0.158,0.486,139.023,"positive"
0.491,0.371,-18.799,0.0444,0.938,0.806,0.101,0.066,150.151,"positive"
0.593,0.514,-6.618,0.0467,0.184,0,0.183,0.461,133.68,"negative"
0.777,0.693,-8.449,0.358,0.287,0.223,0.156,0.35,146.004,"positive"
0.582,0.717,-8.298,0.0427,0.602,0.379,0.0925,0.196,138.847,"negative"
0.624,0.686,-6.403,0.173,0.641,0,0.112,0.41,86.045,"negative"
0.803,0.662,-6.587,0.222,0.371,0.0558,0.369,0.419,115.014,"positive"
0.403,0.429,-6.568,0.037,0.216,0.0195,0.0796,0.0825,129.238,"positive"
0.669,0.689,-7.239,0.0582,0.0425,0.00166,0.101,0.0992,94.962,"positive"
0.6,0.479,-6.815,0.0371,0.552,0.443,0.083,0.206,84.025,"positive"
0.52,0.849,-3.794,0.186,0.00253,0,0.119,0.774,175.908,"negative"
0.513,0.509,-10.453,0.0316,0.167,0.303,0.107,0.228,122.948,"positive"
0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,"positive"
0.628,0.511,-12.772,0.206,0.46,0.000213,0.143,0.337,89.917,"positive"
0.722,0.796,-4.592,0.0793,0.0977,0,0.0832,0.582,97.954,"negative"
0.687,0.341,-13.508,0.308,0.687,0.73,0.105,0.196,158.042,"positive"
0.63,0.565,-8.526,0.379,0.113,0,0.229,0.236,98.012,"positive"
0.492,0.635,-6.779,0.371,0.265,0,0.122,0.177,174.148,"positive"
0.472,0.551,-6.838,0.205,0.823,0.166,0.245,0.318,113.054,"negative"
0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,"negative"
0.573,0.735,-4.132,0.0428,0.0445,0.865,0.187,0.246,170.007,"positive"
0.523,0.33,-10.417,0.0575,0.73,0.0833,0.537,0.129,69.984,"positive"
0.701,0.554,-9.203,0.0321,0.861,0.882,0.101,0.256,150.053,"positive"
0.463,0.775,-5.229,0.0552,0.0269,0.141,0.136,0.157,75.014,"positive"
0.93,0.382,-9.141,0.408,0.0929,0,0.136,0.377,125.979,"negative"
0.704,0.675,-5.841,0.06,0.131,0.394,0.371,0.065,135.025,"positive"
0.69,0.813,-5.084,0.0997,0.0968,0.000324,0.109,0.704,108.078,"negative"
0.451,0.901,-5.57,0.449,0.0341,4.82e-06,0.344,0.327,143.963,"positive"
0.809,0.904,-8.999,0.059,0.00168,0.677,0.0845,0.961,124.005,"negative"
0.85,0.595,-6.364,0.0482,0.028,0,0.438,0.949,133.983,"negative"
0.666,0.517,-8.376,0.371,0.277,0,0.13,0.373,180.157,"negative"
0.394,0.706,-6.47,0.0975,0.202,0.00729,0.0908,0.343,122.048,"positive"
0.843,0.8,-4.061,0.0336,0.179,0,0.118,0.961,133.026,"negative"
0.479,0.675,-4.893,0.0413,0.0319,0.00536,0.128,0.189,145.022,"positive"
0.659,0.557,-12.971,0.0363,0.0469,0.486,0.0985,0.168,124.03,"positive"
0.808,0.897,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,"negative"
0.774,0.792,-4.021,0.0523,0.051,0,0.155,0.507,122.062,"negative"
0.849,0.699,-5.193,0.0574,0.185,0.00118,0.0954,0.0778,100.989,"positive"
0.688,0.315,-9.778,0.075,0.611,0.01,0.11,0.353,156.016,"positive"
0.349,0.693,-4.487,0.0449,0.237,2.9e-05,0.0972,0.111,175.881,"positive"
0.457,0.4,-12.649,0.373,0.713,0.0636,0.518,0.242,82.806,"positive"
0.436,0.609,-6.833,0.0293,0.00306,0.0137,0.0977,0.26,220.087,"positive"
0.582,0.446,-11.621,0.0828,0.394,0.61,0.626,0.139,96.989,"positive"
0.722,0.824,-3.108,0.0441,0.134,0,0.257,0.504,128.007,"negative"
0.303,0.523,-9.023,0.0411,0.325,0.00175,0.115,0.0721,77.304,"positive"
